,image_name,Good,Usable,Reject
0,0000_1.png,0.98560417,0.00868914,0.009783673
1,0001_2.png,0.18536153,0.03340291,0.7697689
2,0002_1.png,0.9807343,0.00786785,0.0129616475
3,0003_3.png,0.9786119,0.0069643958,0.014736608
4,0004_1.png,0.59959537,0.006239615,0.33497968
5,0005_1.png,0.9810204,0.0075107412,0.01479305
6,0006_1.png,0.42868915,0.012857296,0.56637645
7,0007_2.png,0.9231758,0.012414219,0.07564325
8,0008_2.png,0.98713315,0.010096037,0.008475596
9,0009_1.png,0.89638036,0.002594986,0.09876966
10,0010_1.png,0.9875809,0.009966665,0.0082586175
11,0011_3.png,0.984504,0.009142407,0.010232547
12,0012_2.png,0.97825795,0.008538945,0.014190279
13,0013_1.png,0.98737866,0.009875948,0.008421096
14,0014_3.png,0.9848614,0.010867914,0.009548358
15,0015_2.png,0.9233617,0.012419789,0.075416714
16,0016_3.png,0.96554625,0.021253863,0.015498613
17,0017_2.png,0.9852461,0.011311203,0.00814054
18,0018_3.png,0.98033077,0.009961781,0.01239068
19,0019_1.png,0.7806857,0.0032988847,0.18542627
20,0020_1.png,0.8640162,0.00953905,0.13215029
21,0021_1.png,0.24734084,0.024236675,0.6991568
22,0022_3.png,0.9867987,0.010498677,0.008636413
23,0023_1.png,0.98757845,0.009964816,0.008260578
24,0024_2.png,0.9872229,0.0099316165,0.008475123
25,0025_3.png,0.98717296,0.009814598,0.008539642
26,0026_2.png,0.9214524,0.009937648,0.0759464
27,0027_3.png,0.9875381,0.009990232,0.008273222
28,0028_1.png,0.51941,0.008952594,0.36822665
29,0029_1.png,0.9875795,0.009965959,0.008259574
30,0030_1.png,0.98746455,0.009917401,0.008339315
31,0031_2.png,0.98752487,0.009937263,0.008308802
32,0032_3.png,0.9650441,0.0062151602,0.032075632
33,0033_3.png,0.96991134,0.008279116,0.019577479
34,0034_1.png,0.9791494,0.0070583024,0.014294021
35,0035_1.png,0.98758113,0.009966749,0.008258504
36,0036_1.png,0.86246884,0.006624712,0.13005185
37,0037_1.png,0.39403915,0.01202345,0.5056847
38,0038_2.png,0.96574736,0.0072868103,0.030803043
39,0039_2.png,0.5242317,0.010254946,0.45163885
40,0040_2.png,0.7038892,0.014933388,0.2985812
41,0041_1.png,0.23844667,0.023775036,0.69069993
42,0042_1.png,0.17325576,0.028544396,0.7606146
43,0043_3.png,0.8411994,0.01047993,0.08286584
44,0044_3.png,0.9610161,0.008097632,0.032966424
45,0045_3.png,0.9805684,0.015249773,0.008745062
46,0046_1.png,0.9859548,0.010027487,0.009226759
47,0047_1.png,0.95739055,0.0075024,0.03985074
48,0048_3.png,0.98752624,0.009993161,0.008280548
49,0049_3.png,0.94493484,0.009266621,0.03153765
50,0050_3.png,0.98383224,0.009227871,0.010598463
51,0051_3.png,0.98755175,0.009955199,0.00827939
52,0052_2.png,0.9728228,0.009571181,0.016379539
53,0053_2.png,0.124959394,0.014786643,0.78780013
54,0054_3.png,0.9873418,0.009981873,0.008396772
55,0055_3.png,0.986132,0.009318152,0.009279154
56,0056_1.png,0.19029589,0.031865675,0.7549446
57,0057_3.png,0.96973956,0.009865536,0.018219633
58,0058_1.png,0.935835,0.010440514,0.035313234
59,0059_3.png,0.9257328,0.013907348,0.037260514
60,0060_1.png,0.9149265,0.0032859503,0.07550293
61,0061_3.png,0.7027422,0.0069908006,0.18905272
62,0062_1.png,0.2628857,0.02215599,0.6963624
63,0063_3.png,0.3549195,0.0135665005,0.5471562
64,0064_1.png,0.987341,0.009872014,0.008420491
65,0065_1.png,0.8536755,0.012344387,0.07172522
66,0066_1.png,0.9813907,0.007678261,0.014165545
67,0067_2.png,0.9855215,0.009175269,0.0097401
68,0068_1.png,0.5045851,0.010018819,0.51832366
69,0069_3.png,0.9813059,0.01307407,0.010763512
70,0070_3.png,0.9036413,0.06899629,0.012065664
71,0071_1.png,0.23959546,0.024233796,0.6885985
72,0072_2.png,0.8217219,0.012811785,0.097068995
73,0073_3.png,0.98398095,0.008270948,0.010904579
74,0074_2.png,0.14113034,0.038123585,0.8112604
75,0075_1.png,0.7921853,0.010063488,0.11008046
76,0076_3.png,0.98355997,0.00981801,0.010635147
77,0077_1.png,0.92290497,0.013083216,0.039070126
78,0078_1.png,0.9875551,0.009957386,0.008275781
79,0079_1.png,0.9496198,0.004865702,0.039769232
