,image_name,Good,Usable,Reject
0,20051019_38557_0100_PP.png,0.9875808,0.009966448,0.008258781
1,20051020_44923_0100_PP.png,0.98758113,0.009966778,0.008258457
2,20051020_55346_0100_PP.png,0.3305977,0.34471995,0.110618174
3,20051020_55701_0100_PP.png,0.98758113,0.009966778,0.008258457
4,20051020_57566_0100_PP.png,0.98758113,0.009966778,0.008258457
5,20051020_58065_0100_PP.png,0.987581,0.009966802,0.008258496
6,20051020_58214_0100_PP.png,0.9875624,0.009951497,0.008273076
7,20051020_58276_0100_PP.png,0.98758113,0.009966778,0.008258457
8,20051020_62385_0100_PP.png,0.9875808,0.0099671725,0.008258238
9,20051020_62461_0100_PP.png,0.98758113,0.009966778,0.008258462
10,20051020_64007_0100_PP.png,0.9875809,0.009966787,0.00825852
11,20051020_64945_0100_PP.png,0.98758113,0.009966778,0.008258457
12,20051020_64993_0100_PP.png,0.987581,0.009967013,0.008258317
13,20051020_65230_0100_PP.png,0.92518073,0.07574941,0.007338792
14,20051021_39222_0100_PP.png,0.9873449,0.01007033,0.008369764
15,20051021_39661_0100_PP.png,0.9875613,0.009950506,0.008274
16,20051021_40074_0100_PP.png,0.98758113,0.009966778,0.008258457
17,20051021_40248_0100_PP.png,0.98758113,0.009966844,0.008258449
18,20051110_35926_0400_PP.png,0.98758113,0.009966778,0.008258465
19,20051110_38507_0400_PP.png,0.98746526,0.010073088,0.008256837
20,20051116_43995_0400_PP.png,0.98758113,0.009966782,0.008258457
21,20051116_44051_0400_PP.png,0.98756486,0.009980253,0.008260437
22,20051116_44126_0400_PP.png,0.9875809,0.009966881,0.008258457
23,20051116_44615_0400_PP.png,0.987571,0.00995852,0.008266366
24,20051116_44690_0400_PP.png,0.98758113,0.009966778,0.008258457
25,20051116_44785_0400_PP.png,0.98758113,0.009966778,0.008258462
26,20051116_44804_0400_PP.png,0.9875644,0.009984296,0.008254599
27,20051116_44816_0400_PP.png,0.987485,0.010052231,0.008262863
28,20051116_54454_0400_PP.png,0.98750323,0.010035102,0.008262918
29,20051116_55593_0400_PP.png,0.98758113,0.009966768,0.008258473
30,20051116_55643_0400_PP.png,0.98757905,0.009968029,0.008258457
31,20051116_55656_0400_PP.png,0.98758113,0.009966796,0.008258457
32,20051116_58828_0400_PP.png,0.98758113,0.009966796,0.008258462
33,20051117_37078_0400_PP.png,0.9875808,0.009966937,0.008258462
34,20051117_37130_0400_PP.png,0.98758113,0.009966778,0.008258457
35,20051130_60562_0400_PP.png,0.98753697,0.010012191,0.008246188
36,20051201_37462_0400_PP.png,0.98758113,0.009966778,0.008258457
37,20051201_38211_0400_PP.png,0.98758113,0.009966768,0.0082584685
38,20051202_37162_0400_PP.png,0.9875809,0.009966636,0.00825861
39,20051202_37349_0400_PP.png,0.98755175,0.0099913925,0.008262454
40,20051202_40508_0400_PP.png,0.9847401,0.012324121,0.008691181
41,20051202_41034_0400_PP.png,0.98740643,0.010151621,0.008207275
42,20051202_41076_0400_PP.png,0.9847401,0.012324121,0.008691181
43,20051202_41143_0400_PP.png,0.9875808,0.009967135,0.008258383
44,20051202_48264_0400_PP.png,0.9868972,0.010564796,0.008275271
45,20051202_48586_0400_PP.png,0.98758113,0.009966802,0.008258457
46,20051202_51488_0400_PP.png,0.9854451,0.008830035,0.009834554
47,20051202_51655_0400_PP.png,0.9875793,0.009966289,0.008259371
48,20051202_51677_0400_PP.png,0.9866513,0.010055216,0.008882245
49,20051202_54530_0400_PP.png,0.98758113,0.009966796,0.008258462
50,20051202_54611_0400_PP.png,0.9873219,0.010097367,0.008341515
51,20051202_55457_0400_PP.png,0.98758113,0.009966796,0.008258462
52,20051202_55498_0400_PP.png,0.98758113,0.009966778,0.008258457
53,20051202_55834_0400_PP.png,0.9875223,0.010019131,0.008261301
54,20051205_31388_0400_PP.png,0.98758113,0.009966782,0.008258465
55,20051205_31934_0400_PP.png,0.9875809,0.009966952,0.008258449
56,20051205_32981_0400_PP.png,0.98758113,0.009966778,0.008258457
57,20051205_35224_0400_PP.png,0.9800807,0.008123975,0.013290447
58,20051205_35246_0400_PP.png,0.96011287,0.014405059,0.024272949
59,20051205_35276_0400_PP.png,0.9872782,0.010160157,0.008349763
60,20051205_35305_0400_PP.png,0.62185675,0.06909986,0.12541859
61,20051205_35354_0400_PP.png,0.98742074,0.010104338,0.008275722
62,20051205_35392_0400_PP.png,0.9639191,0.027048012,0.013344767
63,20051205_57942_0400_PP.png,0.9875804,0.009966156,0.008259059
64,20051205_57988_0400_PP.png,0.98758113,0.009966802,0.008258446
65,20051205_58010_0400_PP.png,0.98758113,0.009966787,0.008258454
66,20051205_58125_0400_PP.png,0.98758113,0.009966825,0.008258454
67,20051205_58177_0400_PP.png,0.98758113,0.009966806,0.008258449
68,20051205_59351_0400_PP.png,0.9875786,0.0099697,0.008257008
69,20051205_59538_0400_PP.png,0.98758113,0.009966768,0.0082584685
70,20051207_54614_0400_PP.png,0.98755705,0.009993072,0.008243197
71,20051207_55266_0400_PP.png,0.98754275,0.01001273,0.008230631
72,20051207_56227_0400_PP.png,0.9860976,0.010705938,0.00876952
73,20051207_62266_0400_PP.png,0.987581,0.009966887,0.008258433
74,20051208_39243_0400_PP.png,0.9875514,0.009979287,0.008270781
75,20051208_39254_0400_PP.png,0.9857085,0.011443739,0.008412703
76,20051208_39297_0400_PP.png,0.98758113,0.009966773,0.0082584685
77,20051208_39438_0400_PP.png,0.9873345,0.010040494,0.00837558
78,20051208_39462_0400_PP.png,0.9872405,0.0102250455,0.008338104
79,20051208_39498_0400_PP.png,0.9400432,0.047895666,0.0134513695
80,20051208_39524_0400_PP.png,0.9873691,0.0101928925,0.008150218
81,20051208_40972_0400_PP.png,0.9072481,0.040048797,0.025788743
82,20051208_41318_0400_PP.png,0.9875075,0.0100101875,0.008277397
83,20051208_41707_0400_PP.png,0.18091327,0.79802245,0.028027372
84,20051208_42314_0400_PP.png,0.6891312,0.19982293,0.052266277
85,20051208_42322_0400_PP.png,0.05225933,0.08432732,0.830653
86,20051208_42552_0400_PP.png,0.98758066,0.00996635,0.0082588745
87,20051212_36548_0400_PP.png,0.9425544,0.009515715,0.055056665
88,20051212_41169_0400_PP.png,0.98757255,0.009963071,0.00826277
